model_id,downloads,tasks,parameters,tags,created_at,license,datasets,model_name,metrics,base_model,languages
dell-research-harvard/lt-wikidata-comp-en,505,sentence-similarity,109486464.0,"['sentence-transformers', 'safetensors', 'mpnet', 'linktransformer', 'sentence-similarity', 'tabular-classification', 'en', 'arxiv:2309.00789', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2023-08-11 04:08:15+00:00,,,,,,['en']
AWeirdDev/human-disease-prediction,118,tabular-classification,,"['sklearn', 'joblib', 'tabular-classification', 'license:mit', 'model-index', 'region:us']",2024-02-12 14:26:07+00:00,mit,,human-disease-prediction,,,
julien-c/wine-quality,95,tabular-classification,,"['sklearn', 'joblib', 'tabular-classification', 'dataset:wine-quality', 'dataset:lvwerra/red-wine', 'region:us']",2022-03-02 23:29:05+00:00,,"['wine-quality', 'lvwerra/red-wine']",,,,
yzhuang/MetaTree,85,tabular-classification,151322113.0,"['transformers', 'safetensors', 'llama', 'tabular-classification', 'arxiv:2402.03774', 'license:mit', 'text-generation-inference', 'endpoints_compatible', 'region:us']",2024-02-05 23:54:06+00:00,mit,,,,,
keras-io/structured-data-classification-grn-vsn,59,tabular-classification,,"['tf-keras', 'tensorboard', 'GRN-VSN', 'tabular-classification', 'classification', 'arxiv:1912.09363', 'arxiv:1612.08083', 'region:us']",2022-07-03 22:55:02+00:00,,,,,,
keras-io/TF_Decision_Trees,54,tabular-classification,,"['tf-keras', 'tensorboard', 'tabular-classification', 'tensorflow', 'license:apache-2.0', 'model-index', 'region:us']",2022-03-02 23:29:05+00:00,apache-2.0,,TF_Decision_Trees,['accuracy'],,
vvmnnnkv/wine-quality,51,tabular-classification,,"['sklearn', 'tabular-classification', 'dataset:wine-quality', 'dataset:lvwerra/red-wine', 'region:us']",2023-05-07 07:50:26+00:00,,"['wine-quality', 'lvwerra/red-wine']",,,,
d2i-pti-iu/test_svc_model,49,tabular-classification,,"['transformers', 'joblib', 'SVC', 'tabular-classification', 'dataset:scikit-learn/iris', 'endpoints_compatible', 'region:us']",2023-05-02 01:36:42+00:00,,['scikit-learn/iris'],,,,
aidanlli/posnegmodel,49,sentence-similarity,102267648.0,"['sentence-transformers', 'safetensors', 'bert', 'linktransformer', 'sentence-similarity', 'tabular-classification', 'zh', 'arxiv:2309.00789', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",2024-07-10 21:37:32+00:00,,,,,,['zh']
keras-io/tab_transformer,40,tabular-classification,,"['tf-keras', 'tensorboard', 'tabular-classification', 'transformer', 'region:us']",2022-06-11 14:12:07+00:00,,,,,,
matth/flowformer,34,tabular-classification,,"['transformers', 'pytorch', 'feature-extraction', 'tabular-classification', 'custom_code', 'license:cc-by-nc-nd-4.0', 'region:us']",2023-05-03 12:18:27+00:00,cc-by-nc-nd-4.0,,,,,
aai540-group3/diabetes-readmission,30,tabular-classification,,"['transformers', 'joblib', 'keras', 'onnx', 'autogluon', 'tabular-classification', 'en', 'license:mit', 'model-index', 'endpoints_compatible', 'region:us']",2024-10-29 07:24:25+00:00,mit,,aai540-group3/diabetes-readmission,,,en
keras-io/imbalanced_classification,27,tabular-classification,,"['tf-keras', 'tensorboard', 'tabular-classification', 'imbalanced-classification', 'region:us']",2022-06-12 14:23:32+00:00,,,,,,
dell-research-harvard/lt-wikidata-comp-fr,27,sentence-similarity,336661504.0,"['sentence-transformers', 'safetensors', 'camembert', 'linktransformer', 'sentence-similarity', 'tabular-classification', 'fr', 'arxiv:2309.00789', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",2023-08-10 20:37:20+00:00,,,,,,['fr']
aidanlli/posmodel,24,sentence-similarity,133067008.0,"['sentence-transformers', 'safetensors', 'luke', 'linktransformer', 'sentence-similarity', 'tabular-classification', 'arxiv:2309.00789', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2024-07-10 21:39:25+00:00,,,,,,
xeroISB/ServiceNowMTTR,22,tabular-classification,109484547.0,"['transformers', 'safetensors', 'bert', 'text-classification', 'tabular-classification', 'en', 'license:mit', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2024-05-27 15:42:48+00:00,mit,,,,,['en']
rajistics/autotrain-Adult-934630783,21,tabular-classification,,"['transformers', 'joblib', 'extra_trees', 'autotrain', 'tabular', 'classification', 'tabular-classification', 'dataset:rajistics/autotrain-data-Adult', 'co2_eq_emissions', 'endpoints_compatible', 'region:us']",2022-05-31 17:54:27+00:00,,['rajistics/autotrain-data-Adult'],,,,
danupurnomo/dummy-titanic,21,tabular-classification,,"['sklearn', 'joblib', 'tabular-classification', 'region:us']",2022-11-21 08:07:40+00:00,,,,,,
SnowFlash383935/DigitalEduTransformers,21,tabular-classification,100881935.0,"['transformers', 'pytorch', 'safetensors', 'text-classification', 'finance', 'tabular-classification', 'license:gpl-3.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2025-02-23 15:20:30+00:00,gpl-3.0,,,['accuracy'],,
kem000123/autotrain-model1-binary-class-1843363194,20,tabular-classification,,"['transformers', 'joblib', 'autotrain', 'tabular', 'classification', 'tabular-classification', 'dataset:kem000123/autotrain-data-model1-binary-class', 'co2_eq_emissions', 'endpoints_compatible', 'region:us']",2022-10-23 03:49:48+00:00,,['kem000123/autotrain-data-model1-binary-class'],,,,
dell-research-harvard/lt-un-data-fine-fine-es,20,sentence-similarity,109850880.0,"['sentence-transformers', 'safetensors', 'bert', 'linktransformer', 'sentence-similarity', 'tabular-classification', 'es', 'arxiv:2309.00789', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",2023-08-28 19:13:19+00:00,,,,,,['es']
aidanlli/linktransformer-models,20,sentence-similarity,133067008.0,"['sentence-transformers', 'safetensors', 'luke', 'linktransformer', 'sentence-similarity', 'tabular-classification', 'arxiv:2309.00789', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2024-07-10 21:29:28+00:00,,,,,,
keras-io/collaborative-filtering-movielens,16,tabular-classification,,"['tf-keras', 'tensorboard', 'collaborative-filtering', 'recommender', 'tabular-classification', 'license:cc0-1.0', 'region:us']",2022-06-02 04:20:04+00:00,['cc0-1.0'],,,,,
Ekjaer/MLstructureMining,16,tabular-classification,,"['transformers', 'xgboost', 'python', 'tabular-classification', 'chemistry', 'pair-distribution-function', 'en', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",2023-09-03 11:12:04+00:00,apache-2.0,,,['accuracy'],,['en']
iamspriyadarshi/OncoMark,16,tabular-classification,,"['keras', 'tabular-classification', 'en', 'doi:10.57967/hf/4024', 'license:apache-2.0', 'region:us']",2024-12-11 07:53:07+00:00,apache-2.0,,,['accuracy'],,['en']
dell-research-harvard/lt-un-data-fine-coarse-es,15,sentence-similarity,109850880.0,"['sentence-transformers', 'safetensors', 'bert', 'linktransformer', 'sentence-similarity', 'tabular-classification', 'es', 'arxiv:2309.00789', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",2023-08-28 22:08:56+00:00,,,,,,['es']
nvenhuizen14/mofodbtransactions,14,tabular-classification,,"['transformers', 'joblib', 'logistic_regression', 'autotrain', 'tabular', 'classification', 'tabular-classification', 'dataset:nvenhuizen14/autotrain-data-mofodb_classifications', 'co2_eq_emissions', 'endpoints_compatible', 'region:us']",2023-06-13 10:11:09+00:00,,['nvenhuizen14/autotrain-data-mofodb_classifications'],,,,
Prior-Labs/TabPFN-v2-reg,25003,tabular-regression,,"['tabpfn', 'tabular-regression', 'region:us']",2025-01-04 14:33:42+00:00,,,,,,
autogluon/tabpfn-mix-1.0-regressor,4145,tabular-regression,38934017.0,"['safetensors', 'tabular-regression', 'arxiv:2003.06505', 'arxiv:2207.01848', 'arxiv:2405.13396', 'license:apache-2.0', 'region:us']",2024-11-26 03:06:58+00:00,apache-2.0,,,,,
sonicc/tabby-distilgpt2-diabetes,95,tabular-regression,429304320.0,"['transformers', 'safetensors', 'gpt2', 'MOE', 'GPT-2', 'tabular', 'generative', 'causalLM', 'tabular-regression', 'arxiv:2503.02152', 'text-generation-inference', 'endpoints_compatible', 'region:us']",2025-03-03 18:25:24+00:00,,,,,,
keras-io/timeseries-anomaly-detection,47,tabular-regression,,"['tf-keras', 'tensorboard', 'tabular-regression', 'time-series', 'anomaly-detection', 'region:us']",2022-06-01 15:19:26+00:00,,,,,,
prabinpanta0/celsius-to-fahrenheit,24,tabular-regression,,"['tf-keras', 'temperature-conversion', 'celsius-to-fahrenheit', 'tensorflow', 'neural-network', 'tabular-regression', 'en', 'dataset:prabinpanta0/celsius-to-fahrenheit', 'license:mit', 'region:us']",2024-06-23 11:04:37+00:00,mit,['prabinpanta0/celsius-to-fahrenheit'],,mean_squared_error,,en
MasumBhuiyan/linear-regression,17,tabular-regression,,"['keras', 'tf-keras', 'AlbertConfig', 'tabular-regression', 'en', 'dataset:scikit-learn/auto-mpg', 'license:mit', 'region:us']",2023-10-02 16:22:09+00:00,mit,['scikit-learn/auto-mpg'],,['accuracy'],,['en']
pcoloc/autotrain-mikrotik-7-7-1860563597,14,tabular-regression,,"['transformers', 'joblib', 'autotrain', 'tabular', 'regression', 'tabular-regression', 'dataset:pcoloc/autotrain-data-mikrotik-7-7', 'co2_eq_emissions', 'endpoints_compatible', 'region:us']",2022-10-24 09:57:23+00:00,,['pcoloc/autotrain-data-mikrotik-7-7'],,,,
Hilbs/code-craftsmen,13,tabular-regression,,"['generic', 'medical', 'tabular-regression', 'en', 'license:mit', 'region:us']",2024-07-15 14:40:39+00:00,mit,,,,,['en']
inayet/autotrain-price-prediction-1331950900,12,tabular-regression,,"['transformers', 'joblib', 'extra_trees', 'autotrain', 'tabular', 'regression', 'tabular-regression', 'dataset:inayet/autotrain-data-price-prediction', 'co2_eq_emissions', 'endpoints_compatible', 'region:us']",2022-08-29 10:42:04+00:00,,['inayet/autotrain-data-price-prediction'],,,,
pcoloc/autotrain-dragino-7-7-max_495m-1860863627,12,tabular-regression,495000000.0,"['transformers', 'joblib', 'autotrain', 'tabular', 'regression', 'tabular-regression', 'dataset:pcoloc/autotrain-data-dragino-7-7-max_495m', 'co2_eq_emissions', 'endpoints_compatible', 'region:us']",2022-10-24 10:11:33+00:00,,['pcoloc/autotrain-data-dragino-7-7-max_495m'],,,,
wangdy/autotrain-goddy3-40913105966,12,tabular-regression,,"['transformers', 'joblib', 'xgboost', 'autotrain', 'tabular', 'regression', 'tabular-regression', 'dataset:wangdy/autotrain-data-goddy3', 'co2_eq_emissions', 'endpoints_compatible', 'region:us']",2023-03-14 15:59:37+00:00,,['wangdy/autotrain-data-goddy3'],,,,
pcoloc/autotrain-mikrotik-7-7-1860563590,11,tabular-regression,,"['transformers', 'joblib', 'autotrain', 'tabular', 'regression', 'tabular-regression', 'dataset:pcoloc/autotrain-data-mikrotik-7-7', 'co2_eq_emissions', 'endpoints_compatible', 'region:us']",2022-10-24 09:56:43+00:00,,['pcoloc/autotrain-data-mikrotik-7-7'],,,,
quantile-forest/california-housing-example,11,tabular-regression,,"['quantile-forest', 'sklearn', 'skops', 'tabular-regression', 'quantile-regression', 'uncertainty-estimation', 'prediction-intervals', 'license:apache-2.0', 'region:us']",2024-09-14 12:08:47+00:00,apache-2.0,,,,,
jwan2021/autotrain-us-housing-prices-1771761511,10,tabular-regression,,"['transformers', 'joblib', 'autotrain', 'tabular', 'regression', 'tabular-regression', 'dataset:jwan2021/autotrain-data-us-housing-prices', 'co2_eq_emissions', 'endpoints_compatible', 'region:us']",2022-10-15 20:51:36+00:00,,['jwan2021/autotrain-data-us-housing-prices'],,,,
bibekbehera/autotrain-numeric_prediction-40376105012,10,tabular-regression,,"['transformers', 'joblib', 'extra_trees', 'autotrain', 'tabular', 'regression', 'tabular-regression', 'dataset:bibekbehera/autotrain-data-numeric_prediction', 'co2_eq_emissions', 'endpoints_compatible', 'region:us']",2023-03-11 10:40:24+00:00,,['bibekbehera/autotrain-data-numeric_prediction'],,,,
oliverbuterbaugh/sand-st-model,10,tabular-regression,48129.0,"['pytorch', 'safetensors', 'jersey-parking-regressor', 'tabular-regression', 'dataset:oliverbuterbaugh/jersey-carpark-availability', 'license:mit', 'region:us']",2024-08-24 14:54:04+00:00,mit,['oliverbuterbaugh/jersey-carpark-availability'],,,,
oliverbuterbaugh/pier-rd-model,10,tabular-regression,48129.0,"['pytorch', 'safetensors', 'jersey-parking-regressor', 'tabular-regression', 'dataset:oliverbuterbaugh/jersey-carpark-availability', 'license:mit', 'region:us']",2024-08-24 14:54:50+00:00,mit,['oliverbuterbaugh/jersey-carpark-availability'],,,,
jwan2021/autotrain-us-housing-prices-1771761513,9,tabular-regression,,"['transformers', 'joblib', 'autotrain', 'tabular', 'regression', 'tabular-regression', 'dataset:jwan2021/autotrain-data-us-housing-prices', 'co2_eq_emissions', 'endpoints_compatible', 'region:us']",2022-10-15 20:51:47+00:00,,['jwan2021/autotrain-data-us-housing-prices'],,,,
pcoloc/autotrain-600-dragino-1839063122,9,tabular-regression,,"['transformers', 'joblib', 'autotrain', 'tabular', 'regression', 'tabular-regression', 'dataset:pcoloc/autotrain-data-600-dragino', 'co2_eq_emissions', 'endpoints_compatible', 'region:us']",2022-10-22 11:42:43+00:00,,['pcoloc/autotrain-data-600-dragino'],,,,
farouk97/autotrain-test7-2644pc-linearregr-38619101723,9,tabular-regression,,"['transformers', 'joblib', 'random_forest', 'autotrain', 'tabular', 'regression', 'tabular-regression', 'dataset:farouk97/autotrain-data-test7-2644pc-linearregr', 'co2_eq_emissions', 'endpoints_compatible', 'region:us']",2023-03-03 09:42:36+00:00,,['farouk97/autotrain-data-test7-2644pc-linearregr'],,,,
jwan2021/autotrain-us-housing-prices-1771761512,8,tabular-regression,,"['transformers', 'joblib', 'autotrain', 'tabular', 'regression', 'tabular-regression', 'dataset:jwan2021/autotrain-data-us-housing-prices', 'co2_eq_emissions', 'endpoints_compatible', 'region:us']",2022-10-15 20:51:42+00:00,,['jwan2021/autotrain-data-us-housing-prices'],,,,
pcoloc/autotrain-only-rssi-1813762559,8,tabular-regression,,"['transformers', 'joblib', 'autotrain', 'tabular', 'regression', 'tabular-regression', 'dataset:pcoloc/autotrain-data-only-rssi', 'co2_eq_emissions', 'endpoints_compatible', 'region:us']",2022-10-19 08:55:40+00:00,,['pcoloc/autotrain-data-only-rssi'],,,,
wangdy/autotrain-godaddy2-38507101578,8,tabular-regression,,"['transformers', 'joblib', 'knn', 'autotrain', 'tabular', 'regression', 'tabular-regression', 'dataset:wangdy/autotrain-data-godaddy2', 'co2_eq_emissions', 'endpoints_compatible', 'region:us']",2023-03-02 15:32:00+00:00,,['wangdy/autotrain-data-godaddy2'],,,,
arviszeile/autotrain-golf-winner-2-87274143423,8,tabular-regression,,"['transformers', 'joblib', 'xgboost', 'autotrain', 'tabular', 'regression', 'tabular-regression', 'dataset:arviszeile/autotrain-data-golf-winner-2', 'co2_eq_emissions', 'endpoints_compatible', 'region:us']",2023-09-05 18:44:51+00:00,,['arviszeile/autotrain-data-golf-winner-2'],,,,
jwan2021/autotrain-us-housing-prices-1771761510,7,tabular-regression,,"['transformers', 'joblib', 'autotrain', 'tabular', 'regression', 'tabular-regression', 'dataset:jwan2021/autotrain-data-us-housing-prices', 'co2_eq_emissions', 'endpoints_compatible', 'region:us']",2022-10-15 20:51:34+00:00,,['jwan2021/autotrain-data-us-housing-prices'],,,,
jwan2021/autotrain-us-housing-prices-1771761514,7,tabular-regression,,"['transformers', 'joblib', 'autotrain', 'tabular', 'regression', 'tabular-regression', 'dataset:jwan2021/autotrain-data-us-housing-prices', 'co2_eq_emissions', 'endpoints_compatible', 'region:us']",2022-10-15 20:51:53+00:00,,['jwan2021/autotrain-data-us-housing-prices'],,,,
vyver7952/autotrain-foreign-exchange-idr-usd-50442120506,7,tabular-regression,,"['transformers', 'joblib', 'random_forest', 'autotrain', 'tabular', 'regression', 'tabular-regression', 'dataset:vyver7952/autotrain-data-foreign-exchange-idr-usd', 'co2_eq_emissions', 'endpoints_compatible', 'region:us']",2023-04-18 09:44:59+00:00,,['vyver7952/autotrain-data-foreign-exchange-idr-usd'],,,,
oliverbuterbaugh/green-st-model,7,tabular-regression,48129.0,"['pytorch', 'safetensors', 'jersey-parking-regressor', 'tabular-regression', 'dataset:oliverbuterbaugh/jersey-carpark-availability', 'license:mit', 'region:us']",2024-08-24 14:51:33+00:00,mit,['oliverbuterbaugh/jersey-carpark-availability'],,,,
oliverbuterbaugh/minden-pl-model,7,tabular-regression,48129.0,"['pytorch', 'safetensors', 'jersey-parking-regressor', 'tabular-regression', 'dataset:oliverbuterbaugh/jersey-carpark-availability', 'license:mit', 'region:us']",2024-08-24 14:52:34+00:00,mit,['oliverbuterbaugh/jersey-carpark-availability'],,,,
oliverbuterbaugh/patriotic-st-model,7,tabular-regression,48129.0,"['pytorch', 'safetensors', 'jersey-parking-regressor', 'tabular-regression', 'dataset:oliverbuterbaugh/jersey-carpark-availability', 'license:mit', 'region:us']",2024-08-24 14:53:21+00:00,mit,['oliverbuterbaugh/jersey-carpark-availability'],,,,
cross-encoder/ms-marco-MiniLM-L6-v2,10498020,text-classification,22714113.0,"['transformers', 'pytorch', 'jax', 'safetensors', 'bert', 'text-classification', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,apache-2.0,,,,,
distilbert/distilbert-base-uncased-finetuned-sst-2-english,6755869,text-classification,66955010.0,"['transformers', 'pytorch', 'tf', 'rust', 'onnx', 'safetensors', 'distilbert', 'text-classification', 'en', 'dataset:sst2', 'dataset:glue', 'arxiv:1910.01108', 'doi:10.57967/hf/0181', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:04+00:00,apache-2.0,"['sst2', 'glue']",distilbert-base-uncased-finetuned-sst-2-english,,,en
papluca/xlm-roberta-base-language-detection,4256788,text-classification,278059542.0,"['transformers', 'pytorch', 'tf', 'safetensors', 'xlm-roberta', 'text-classification', 'generated_from_trainer', 'multilingual', 'ar', 'bg', 'de', 'el', 'en', 'es', 'fr', 'hi', 'it', 'ja', 'nl', 'pl', 'pt', 'ru', 'sw', 'th', 'tr', 'ur', 'vi', 'zh', 'dataset:papluca/language-identification', 'arxiv:1911.02116', 'base_model:FacebookAI/xlm-roberta-base', 'base_model:finetune:FacebookAI/xlm-roberta-base', 'doi:10.57967/hf/2064', 'license:mit', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,mit,papluca/language-identification,xlm-roberta-base-language-detection,"['accuracy', 'f1']",xlm-roberta-base,"['multilingual', 'ar', 'bg', 'de', 'el', 'en', 'es', 'fr', 'hi', 'it', 'ja', 'nl', 'pl', 'pt', 'ru', 'sw', 'th', 'tr', 'ur', 'vi', 'zh']"
MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,3176709,zero-shot-classification,184424963.0,"['transformers', 'pytorch', 'safetensors', 'deberta-v2', 'text-classification', 'zero-shot-classification', 'en', 'dataset:multi_nli', 'dataset:facebook/anli', 'dataset:fever', 'arxiv:2006.03654', 'license:mit', 'model-index', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:04+00:00,mit,"['multi_nli', 'facebook/anli', 'fever']",MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,['accuracy'],,['en']
facebook/bart-large-mnli,2724335,zero-shot-classification,407344133.0,"['transformers', 'pytorch', 'jax', 'rust', 'safetensors', 'bart', 'text-classification', 'zero-shot-classification', 'dataset:multi_nli', 'arxiv:1910.13461', 'arxiv:1909.00161', 'license:mit', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,mit,['multi_nli'],,,,
